,id,date_,x,y,tech,cap,height,azimuth,spd,trf,subs
222,5793371,2016-02-29,-200.0,-2800.0,5,3.25,25.97,70.0,5.63440141,1.7617,164.4042938
223,5793371,2016-04-01,-200.0,-2800.0,5,3.25,25.97,70.0,7.724863048,2.68492,238.3955581
224,5793371,2016-05-02,-200.0,-2800.0,5,3.25,25.97,70.0,2.718681094,0.39025,6.05257225
225,5793371,2016-06-03,-200.0,-2800.0,5,3.25,25.97,70.0,1.171378783,0.48837,4.613853455
226,5793371,2016-07-04,-200.0,-2800.0,5,3.25,25.97,70.0,5.218872846,0.54412,75.80172682
227,5793371,2016-08-05,-200.0,-2800.0,5,3.25,25.97,70.0,5.575625365,0.29213,31.97421288
228,5793371,2016-08-19,-200.0,-2800.0,5,3.25,25.97,70.0,7.846530151,0.17394,213.9034729
229,5793371,2016-09-06,-200.0,-2800.0,5,3.25,25.97,70.0,1.696365583,0.84963,19.39390755
230,5793371,2016-09-20,-200.0,-2800.0,5,3.25,25.97,70.0,2.067371129,0.99458,57.63457394
231,5793371,2016-01-01,-200.0,-2800.0,5,3.25,25.97,70.0,6.746520992,1.87766,741.1619394
232,5793371,2016-02-02,-200.0,-2800.0,5,3.25,25.97,70.0,5.913877219,1.50748,353.6687894
233,5793371,2016-03-02,-200.0,-2800.0,5,3.25,25.97,70.0,10.92217771,2.18094,213.4940031
234,5793371,2016-04-03,-200.0,-2800.0,5,3.25,25.97,70.0,17.17042149,0.58872,45.74243212
235,5793371,2016-05-04,-200.0,-2800.0,5,3.25,25.97,70.0,1.544976017,1.71933,12.9624083
236,5793371,2016-06-05,-200.0,-2800.0,5,3.25,25.97,70.0,7.594898311,0.70691,106.7110574
237,5793371,2016-06-19,-200.0,-2800.0,5,3.25,25.97,70.0,7.878603131,0.58872,181.1249702
238,5793371,2016-07-06,-200.0,-2800.0,5,3.25,25.97,70.0,3.294569579,0.09589,10.39050937
239,5793371,2016-07-20,-200.0,-2800.0,5,3.25,25.97,70.0,9.837343362,0.30774,99.12147379
240,5793371,2016-08-07,-200.0,-2800.0,5,3.25,25.97,70.0,4.651628974,0.09366,8.125355482
241,5793371,2016-08-21,-200.0,-2800.0,5,3.25,25.97,70.0,5.058116431,0.58203,206.2158222
242,5793371,2016-09-08,-200.0,-2800.0,5,3.25,25.97,70.0,5.696127455,0.69799,25.46764421
243,5793371,2016-09-22,-200.0,-2800.0,5,3.25,25.97,70.0,5.914814963,0.8028,135.0675659
244,5793371,2016-10-09,-200.0,-2800.0,5,3.25,25.97,70.0,9.981813262,0.20962,58.92121315
245,5793371,2016-01-02,-200.0,-2800.0,5,3.25,25.97,70.0,10.55241963,1.82637,161.4728777
246,5793371,2016-02-03,-200.0,-2800.0,5,3.25,25.97,70.0,7.466021591,2.90569,490.0306237
247,5793371,2016-03-03,-200.0,-2800.0,5,3.25,25.97,70.0,12.20401325,1.20866,376.9743795
248,5793371,2016-04-04,-200.0,-2800.0,5,3.25,25.97,70.0,5.350103649,0.6467,41.0725913
249,5793371,2016-05-05,-200.0,-2800.0,5,3.25,25.97,70.0,10.43379127,0.62217,279.558291
250,5793371,2016-05-19,-200.0,-2800.0,5,3.25,25.97,70.0,1.596202482,0.28098,7.899365664
251,5793371,2016-06-06,-200.0,-2800.0,5,3.25,25.97,70.0,6.793356011,0.67569,38.49611592
